Name,Level,Type,Rarity,Attack,Defense,Armor,Damage,HP,Stamina,Enhancements
Honey,1,Quest Item,Unique,0,0,0,0,0,,
Honga Essence,1,Resource,Rare,0,0,0,0,0,,
Honored Artifact,1,Quest Item,Legendary,0,0,0,0,0,,
Hoof Doubler,1,Potion,Epic,0,0,0,0,0,,
Horned Satyr Remains,1,Resource,Rare,0,0,0,0,0,,
Horned Skeletal Potion,1,Potion,Common,0,0,0,0,0,,
Horror Horse Remains,1,Resource,Legendary,0,0,0,0,0,,
Horsemen Javelin,1,Resource,Rare,0,0,0,0,0,,
Howling Blackness,1,Resource,Rare,0,0,0,0,0,,
Huli Head,1,Resource,Unique,0,0,0,0,0,,
Hunting Lord Potion,1,Potion,Unique,0,0,0,0,0,,
Ice Amulet,1,Amulet,Common,0,0,0,0,3,,
Icon of Styx,1,Quest Item,Legendary,0,0,0,0,0,,
Impish Protector Potion,1,Potion,Epic,0,0,0,0,0,,
Imptile Skin,1,Resource,Legendary,0,0,0,0,0,,
Industrious Commoners Draft,1,Potion,Rare,0,0,0,0,0,,
Inferno Activator,1,Quest Item,Rare,0,0,0,0,0,,
Inferno Activator Recipe,1,Recipe,Rare,0,0,0,0,0,,
Inferno Hammer Head,1,Quest Item,Rare,0,0,0,0,0,,
Inferno Hammer Head Recipe,1,Recipe,Rare,0,0,0,0,0,,
Hoarders Brew,1,Potion,Legendary,0,0,0,0,0,,
Hobarts Wine,1,Quest Item,Common,0,0,0,0,0,,
Hollows Arm,1,Resource,Rare,0,0,0,0,0,,
Holly Bauble,1,Component,Legendary,0,0,0,0,0,,
Holly Cracker,1,Resource,Legendary,0,0,0,0,0,,
Honey,1,Quest Item,Unique,0,0,0,0,0,,
Honga Essence,1,Resource,Rare,0,0,0,0,0,,
Honored Artifact,1,Quest Item,Legendary,0,0,0,0,0,,
Hoof Doubler,1,Potion,Epic,0,0,0,0,0,,
Horned Satyr Remains,1,Resource,Rare,0,0,0,0,0,,
Horned Skeletal Potion,1,Potion,Common,0,0,0,0,0,,
Horror Horse Remains,1,Resource,Legendary,0,0,0,0,0,,
Horsemen Javelin,1,Resource,Rare,0,0,0,0,0,,
Howling Blackness,1,Resource,Rare,0,0,0,0,0,,
Huli Head,1,Resource,Unique,0,0,0,0,0,,
Hunting Lord Potion,1,Potion,Unique,0,0,0,0,0,,
Ice Amulet,1,Amulet,Common,0,0,0,0,3,,
Icon of Styx,1,Quest Item,Legendary,0,0,0,0,0,,
Impish Protector Potion,1,Potion,Epic,0,0,0,0,0,,
Imptile Skin,1,Resource,Legendary,0,0,0,0,0,,
Industrious Commoners Draft,1,Potion,Rare,0,0,0,0,0,,
Inferno Activator,1,Quest Item,Rare,0,0,0,0,0,,
Inferno Activator Recipe,1,Recipe,Rare,0,0,0,0,0,,
Inferno Hammer Head,1,Quest Item,Rare,0,0,0,0,0,,
Inferno Hammer Head Recipe,1,Recipe,Rare,0,0,0,0,0,,
Hoarders Brew,1,Potion,Legendary,0,0,0,0,0,,
Hobarts Wine,1,Quest Item,Common,0,0,0,0,0,,
Hollows Arm,1,Resource,Rare,0,0,0,0,0,,
Holly Bauble,1,Component,Legendary,0,0,0,0,0,,
Holly Cracker,1,Resource,Legendary,0,0,0,0,0,,
Honey,1,Quest Item,Unique,0,0,0,0,0,,
Honga Essence,1,Resource,Rare,0,0,0,0,0,,
Honored Artifact,1,Quest Item,Legendary,0,0,0,0,0,,
Hoof Doubler,1,Potion,Epic,0,0,0,0,0,,
Horned Satyr Remains,1,Resource,Rare,0,0,0,0,0,,
Horned Skeletal Potion,1,Potion,Common,0,0,0,0,0,,
Horror Horse Remains,1,Resource,Legendary,0,0,0,0,0,,
Horsemen Javelin,1,Resource,Rare,0,0,0,0,0,,
Howling Blackness,1,Resource,Rare,0,0,0,0,0,,
Huli Head,1,Resource,Unique,0,0,0,0,0,,
Hunting Lord Potion,1,Potion,Unique,0,0,0,0,0,,
Ice Amulet,1,Amulet,Common,0,0,0,0,3,,
Icon of Styx,1,Quest Item,Legendary,0,0,0,0,0,,
Impish Protector Potion,1,Potion,Epic,0,0,0,0,0,,
Imptile Skin,1,Resource,Legendary,0,0,0,0,0,,
Industrious Commoners Draft,1,Potion,Rare,0,0,0,0,0,,
Inferno Activator,1,Quest Item,Rare,0,0,0,0,0,,
Inferno Activator Recipe,1,Recipe,Rare,0,0,0,0,0,,
Inferno Hammer Head,1,Quest Item,Rare,0,0,0,0,0,,
Inferno Hammer Head Recipe,1,Recipe,Rare,0,0,0,0,0,,
Titan Hunters Lesser Brew,1,Potion,Unique,0,0,0,0,0,,
Toad Corpse,1,Resource,Rare,0,0,0,0,0,,
Toadmans Body,1,Resource,Unique,0,0,0,0,0,,
Torril Ore,1,Resource,Unique,0,0,0,0,0,,
Toxskins Egg,1,Potion,Legendary,0,0,0,0,0,,
Triangle Combination,1,Quest Item,Unique,0,0,0,0,0,,
Triangular Stone,1,Quest Item,Unique,0,0,0,0,0,,
Tribal Tiki Carving,1,Resource,Legendary,0,0,0,0,0,,
Trinettle Leaf,1,Component,Common,0,0,0,0,0,,
Trinettle Plant,1,Resource,Rare,0,0,0,0,0,,
Trun Crossbow,1,Resource,Unique,0,0,0,0,0,,
Tumultuous Crystal Chest,1,Container,Legendary,1,0,1,0,0,,
Twin Roses,1,Container,Legendary,1,0,2,0,0,,
Twinklesparks Egg,1,Potion,Legendary,0,0,0,0,0,,
Twins Egg,1,Potion,Legendary,0,0,0,0,0,,
Tykron Chain,1,Resource,Legendary,0,0,0,0,0,,
Tykron Chain Link,1,Component,Legendary,0,0,0,0,0,,
Tykron Chain Plating,1,Component,Legendary,0,0,0,0,0,,
Ultimate Sacrifice Potion,1,Potion,Epic,0,0,0,0,0,,
Unfathomable Cosmic Brew,1,Potion,Legendary,0,0,0,0,0,,
Unfathomable Cosmic Draft,1,Potion,Legendary,0,0,0,0,0,,
Unique Frag Stash,1,Fragment Stash,Unique,0,0,0,0,0,,
Urchins Belongings,1,Resource,Rare,0,0,0,0,0,,
Used Tome,1,Resource,Rare,0,0,0,0,0,,
Ussuri Carcass,1,Resource,Rare,0,0,0,0,0,,
Titan Hunters Lesser Brew,1,Potion,Unique,0,0,0,0,0,,
Toad Corpse,1,Resource,Rare,0,0,0,0,0,,
Toadmans Body,1,Resource,Unique,0,0,0,0,0,,
Torril Ore,1,Resource,Unique,0,0,0,0,0,,
Toxskins Egg,1,Potion,Legendary,0,0,0,0,0,,
Triangle Combination,1,Quest Item,Unique,0,0,0,0,0,,
Triangular Stone,1,Quest Item,Unique,0,0,0,0,0,,
Tribal Tiki Carving,1,Resource,Legendary,0,0,0,0,0,,
Trinettle Leaf,1,Component,Common,0,0,0,0,0,,
Trinettle Plant,1,Resource,Rare,0,0,0,0,0,,
Trun Crossbow,1,Resource,Unique,0,0,0,0,0,,
Tumultuous Crystal Chest,1,Container,Legendary,1,0,1,0,0,,
Twin Roses,1,Container,Legendary,1,0,2,0,0,,
Twinklesparks Egg,1,Potion,Legendary,0,0,0,0,0,,
Twins Egg,1,Potion,Legendary,0,0,0,0,0,,
Tykron Chain,1,Resource,Legendary,0,0,0,0,0,,
Tykron Chain Link,1,Component,Legendary,0,0,0,0,0,,
Tykron Chain Plating,1,Component,Legendary,0,0,0,0,0,,
Ultimate Sacrifice Potion,1,Potion,Epic,0,0,0,0,0,,
Unfathomable Cosmic Brew,1,Potion,Legendary,0,0,0,0,0,,
Unfathomable Cosmic Draft,1,Potion,Legendary,0,0,0,0,0,,
Unique Frag Stash,1,Fragment Stash,Unique,0,0,0,0,0,,
Urchins Belongings,1,Resource,Rare,0,0,0,0,0,,
Used Tome,1,Resource,Rare,0,0,0,0,0,,
Ussuri Carcass,1,Resource,Rare,0,0,0,0,0,,
Titan Hunters Lesser Brew,1,Potion,Unique,0,0,0,0,0,,
Toad Corpse,1,Resource,Rare,0,0,0,0,0,,
Toadmans Body,1,Resource,Unique,0,0,0,0,0,,
Torril Ore,1,Resource,Unique,0,0,0,0,0,,
Toxskins Egg,1,Potion,Legendary,0,0,0,0,0,,
Triangle Combination,1,Quest Item,Unique,0,0,0,0,0,,
Triangular Stone,1,Quest Item,Unique,0,0,0,0,0,,
Tribal Tiki Carving,1,Resource,Legendary,0,0,0,0,0,,
Trinettle Leaf,1,Component,Common,0,0,0,0,0,,
Trinettle Plant,1,Resource,Rare,0,0,0,0,0,,
Trun Crossbow,1,Resource,Unique,0,0,0,0,0,,
Tumultuous Crystal Chest,1,Container,Legendary,1,0,1,0,0,,
Twin Roses,1,Container,Legendary,1,0,2,0,0,,
Twinklesparks Egg,1,Potion,Legendary,0,0,0,0,0,,
Twins Egg,1,Potion,Legendary,0,0,0,0,0,,
Tykron Chain,1,Resource,Legendary,0,0,0,0,0,,
Tykron Chain Link,1,Component,Legendary,0,0,0,0,0,,
Tykron Chain Plating,1,Component,Legendary,0,0,0,0,0,,
Ultimate Sacrifice Potion,1,Potion,Epic,0,0,0,0,0,,
Unfathomable Cosmic Brew,1,Potion,Legendary,0,0,0,0,0,,
Unfathomable Cosmic Draft,1,Potion,Legendary,0,0,0,0,0,,
Unique Frag Stash,1,Fragment Stash,Unique,0,0,0,0,0,,
Urchins Belongings,1,Resource,Rare,0,0,0,0,0,,
Used Tome,1,Resource,Rare,0,0,0,0,0,,
Ussuri Carcass,1,Resource,Rare,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
Zorgrom Soldier Corpse,1,Resource,Common,0,0,0,0,0,,
Zand Butterfly,1,Resource,Legendary,0,0,0,0,0,,
Zand Butterfly Body,1,Component,Legendary,0,0,0,0,0,,
Zand Butterfly Wing,1,Component,Legendary,0,0,0,0,0,,
Zargon Rat Head,1,Resource,Rare,0,0,0,0,0,,
Zealot Corpse,1,Resource,Legendary,0,0,0,0,0,,
Zekheld Alloy,1,Resource,Rare,0,0,0,0,0,,
Zergrog Stone,1,Quest Item,Legendary,0,0,0,0,0,,
Zinsaur Artifact Components,1,Resource,Rare,0,0,0,0,0,,
Zombie Brew,1,Potion,Legendary,0,0,0,0,0,,
Zombie Coffin,1,Container,Unique,0,0,0,0,0,,
Zombie Crown of Iron,1,Resource,Rare,0,0,0,0,0,,
Zombie Gloop,1,Quest Item,Legendary,0,0,0,0,0,,
Zombifying Brew,1,Potion,Unique,0,0,0,0,0,,
Zorc Torso,1,Resource,Rare,0,0,0,0,0,,
Zorgrom Ale,1,Potion,Legendary,0,0,0,0,0,,
Zorgrom Axe,1,Component,Common,0,0,0,0,0,,
Zorgrom Fire Shard,1,Resource,Legendary,0,0,0,0,0,,
Zorgrom Shield,1,Component,Common,0,0,0,0,0,,
